"","mouse_SRR391076.counts","Symbol","Name"
"ENSMUSG00000036002",11.0559827054948,"Fam214b","family with sequence similarity 214, member B"
"ENSMUSG00000036006",296.66886926411,"Fam65b","family with sequence similarity 65, member B"
"ENSMUSG00000036009",1.84266378424913,"Mettl25","methyltransferase like 25"
"ENSMUSG00000036019",0.552799135274739,"Tmtc2","transmembrane and tetratricopeptide repeat containing 2"
"ENSMUSG00000036022",19.5322361130408,"Fam122b","family with sequence similarity 122, member B"
"ENSMUSG00000036023",48.4620575257522,"Parp2","poly (ADP-ribose) polymerase family, member 2"
"ENSMUSG00000036026",25.9815593579127,"Tmem63b","transmembrane protein 63b"
"ENSMUSG00000036027",1.84266378424913,"1810046K07Rik","RIKEN cDNA 1810046K07 gene"
"ENSMUSG00000036046",36.6690093065577,"5031439G07Rik","RIKEN cDNA 5031439G07 gene"
"ENSMUSG00000036052",22.1119654109896,"Dnajb5","DnaJ heat shock protein family (Hsp40) member B5"
"ENSMUSG00000036053",1.4741310273993,"Fmnl2","formin-like 2"
"ENSMUSG00000036054",43.4868653082795,"Sugp2","SURP and G patch domain containing 2"
"ENSMUSG00000036057",98.0297133220538,"Ptpn23","protein tyrosine phosphatase, non-receptor type 23"
"ENSMUSG00000036061",11.9773145976194,"Smug1","single-strand selective monofunctional uracil DNA glycosylase"
"ENSMUSG00000036067",1.65839740582422,"Slc2a6","solute carrier family 2 (facilitated glucose transporter), member 6"
"ENSMUSG00000036073",16.7682404366671,"Galt","galactose-1-phosphate uridyl transferase"
"ENSMUSG00000036078",15.8469085445425,"Sigmar1","sigma non-opioid intracellular receptor 1"
"ENSMUSG00000036086",9.02905254282074,"Zranb3","zinc finger, RAN-binding domain containing 3"
"ENSMUSG00000036087",84.9468004538849,"Slain2","SLAIN motif family, member 2"
"ENSMUSG00000036093",62.4663022860455,"Arl5a","ADP-ribosylation factor-like 5A"
"ENSMUSG00000036097",63.7561669350199,"Fam178a","family with sequence similarity 178, member A"
"ENSMUSG00000036099",26.3500921147626,"Vezt","vezatin, adherens junctions transmembrane protein"
"ENSMUSG00000036104",67.4414945035182,"Rab3gap1","RAB3 GTPase activating protein subunit 1"
"ENSMUSG00000036106",3.50106119007335,"Prr5","proline rich 5 (renal)"
"ENSMUSG00000036109",17.5053059503667,"Mbnl3","muscleblind-like 3 (Drosophila)"
"ENSMUSG00000036112",87.7107961302586,"Metap2","methionine aminopeptidase 2"
"ENSMUSG00000036114",3.86959394692318,"Rpp25l","ribonuclease P/MRP 25 subunit-like"
"ENSMUSG00000036120",17.8738387072166,"Rfxank","regulatory factor X-associated ankyrin-containing protein"
"ENSMUSG00000036138",48.4620575257522,"Acaa1a","acetyl-Coenzyme A acyltransferase 1A"
"ENSMUSG00000036155",80.8929401285368,"Mgat5","mannoside acetylglucosaminyltransferase 5"
"ENSMUSG00000036158",4.97519221747265,"Prickle1","prickle planar cell polarity protein 1"
"ENSMUSG00000036160",29.2983541695612,"Surf6","surfeit gene 6"
"ENSMUSG00000036167",35.3791446575833,"Pphln1","periphilin 1"
"ENSMUSG00000036168",0.552799135274739,"Ccdc38","coiled-coil domain containing 38"
"ENSMUSG00000036169",2.57972929794878,"Sostdc1","sclerostin domain containing 1"
"ENSMUSG00000036172",3.68532756849826,"Cd200r3","CD200 receptor 3"
"ENSMUSG00000036180",95.0814512672552,"Gatad2a","GATA zinc finger domain containing 2A"
"ENSMUSG00000036181",14.5570438955681,"Hist1h1c","histone cluster 1, H1c"
"ENSMUSG00000036186",0.737065513699652,"Fam69b","family with sequence similarity 69, member B"
"ENSMUSG00000036188",37.4060748202574,"Ankmy2","ankyrin repeat and MYND domain containing 2"
"ENSMUSG00000036196",0.737065513699652,"Slc26a8","solute carrier family 26, member 8"
"ENSMUSG00000036197",50.6732540668511,"Gxylt1","glucoside xylosyltransferase 1"
"ENSMUSG00000036199",19.163703356191,"Ndufa13","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13"
"ENSMUSG00000036202",110.007027919673,"Rif1","replication timing regulatory factor 1"
"ENSMUSG00000036206",2.57972929794878,"Sh3bp4","SH3-domain binding protein 4"
"ENSMUSG00000036208",19.3479697346159,"Nepro","nucleolus and neural progenitor protein"
"ENSMUSG00000036214",3.86959394692318,"Znrd1as","zinc ribbon domain containing 1, antisense"
"ENSMUSG00000036216",0.552799135274739,"Leap2","liver-expressed antimicrobial peptide 2"
"ENSMUSG00000036223",2.21119654109896,"Ska1","spindle and kinetochore associated complex subunit 1"
"ENSMUSG00000036225",6.08079048802213,"Kctd1","potassium channel tetramerisation domain containing 1"
"ENSMUSG00000036241",144.833373441982,"Ube2r2","ubiquitin-conjugating enzyme E2R 2"
"ENSMUSG00000036246",133.593124358062,"Gmip","Gem-interacting protein"
"ENSMUSG00000036249",27.4556903853121,"Rbm43","RNA binding motif protein 43"
"ENSMUSG00000036257",46.4351273630781,"Pnpla8","patatin-like phospholipase domain containing 8"
"ENSMUSG00000036270",93.238787483006,"Edc4","enhancer of mRNA decapping 4"
"ENSMUSG00000036273",2.94826205479861,"Lrrk2","leucine-rich repeat kinase 2"
"ENSMUSG00000036275",72.048153964141,"9530068E07Rik","RIKEN cDNA 9530068E07 gene"
"ENSMUSG00000036278",7.37065513699652,"Macrod1","MACRO domain containing 1"
"ENSMUSG00000036281",39.2487386045065,"Snapc4","small nuclear RNA activating complex, polypeptide 4"
"ENSMUSG00000036282",32.4308826027847,"Naa30","N(alpha)-acetyltransferase 30, NatC catalytic subunit"
"ENSMUSG00000036285",13.4514456250187,"Noa1","nitric oxide associated 1"
"ENSMUSG00000036291",23.7703628168138,"Ap5m1","adaptor-related protein complex 5, mu 1 subunit"
"ENSMUSG00000036292",4.238126703773,"Gramd1c","GRAM domain containing 1C"
"ENSMUSG00000036299",31.1410179538103,"BC031181","cDNA sequence BC031181"
"ENSMUSG00000036304",5.52799135274739,"Zdhhc23","zinc finger, DHHC domain containing 23"
"ENSMUSG00000036305",1.10559827054948,NA,NA
"ENSMUSG00000036306",1.28986464897439,"Lzts1","leucine zipper, putative tumor suppressor 1"
"ENSMUSG00000036309",95.2657176456801,"Skp1a","S-phase kinase-associated protein 1A"
"ENSMUSG00000036315",15.2941094092678,"Znrd1","zinc ribbon domain containing, 1"
"ENSMUSG00000036323",174.868793125243,"Srp72","signal recognition particle 72"
"ENSMUSG00000036327",9.76611805652039,"Qsox2","quiescin Q6 sulfhydryl oxidase 2"
"ENSMUSG00000036333",271.792908176747,"Kidins220","kinase D-interacting substrate 220"
"ENSMUSG00000036339",18.979436977766,"Tmem260","transmembrane protein 260"
"ENSMUSG00000036352",24.6916947089384,"Ubac1","ubiquitin associated domain containing 1"
"ENSMUSG00000036356",0.737065513699652,"Csgalnact1","chondroitin sulfate N-acetylgalactosaminyltransferase 1"
"ENSMUSG00000036368",2.7639956763737,"Rmdn2","regulator of microtubule dynamics 2"
"ENSMUSG00000036371",292.799275317187,"Serbp1","serpine1 mRNA binding protein 1"
"ENSMUSG00000036372",34.2735463870338,"Tmem258","transmembrane protein 258"
"ENSMUSG00000036376",14.925576652418,"Abt1","activator of basal transcription 1"
"ENSMUSG00000036377",2.57972929794878,"C530008M17Rik","RIKEN cDNA C530008M17 gene"
"ENSMUSG00000036381",3.50106119007335,"P2ry14","purinergic receptor P2Y, G-protein coupled, 14"
"ENSMUSG00000036390",2.94826205479861,"Gadd45a","growth arrest and DNA-damage-inducible 45 alpha"
"ENSMUSG00000036391",42.0127342808802,"Sec24a","Sec24 related gene family, member A (S. cerevisiae)"
"ENSMUSG00000036398",47.1721928767778,"Ppp1r11","protein phosphatase 1, regulatory (inhibitor) subunit 11"
"ENSMUSG00000036402",11.2402490839197,"Gng12","guanine nucleotide binding protein (G protein), gamma 12"
"ENSMUSG00000036403",39.9858041182061,"Cep135","centrosomal protein 135"
"ENSMUSG00000036411",3.68532756849826,"9530077C05Rik","RIKEN cDNA 9530077C05 gene"
"ENSMUSG00000036427",345.315193168287,"Gpi1","glucose phosphate isomerase 1"
"ENSMUSG00000036430",4.238126703773,"Tbcc","tubulin-specific chaperone C"
"ENSMUSG00000036432",12.714380111319,"Siah2","seven in absentia 2"
"ENSMUSG00000036435",48.0935247689023,"Exoc1","exocyst complex component 1"
"ENSMUSG00000036438",159.0218845807,"Calm2","calmodulin 2"
"ENSMUSG00000036442",13.8199783818685,"Thap11","THAP domain containing 11"
"ENSMUSG00000036450",73.1537522346905,"Hif1an","hypoxia-inducible factor 1, alpha subunit inhibitor"
"ENSMUSG00000036452",22.1119654109896,"Arhgap26","Rho GTPase activating protein 26"
"ENSMUSG00000036461",268.844646121948,"Elf1","E74-like factor 1"
"ENSMUSG00000036466",3.31679481164844,"Megf11","multiple EGF-like-domains 11"
"ENSMUSG00000036469",4.60665946062283,"March1","membrane-associated ring finger (C3HC4) 1"
"ENSMUSG00000036473",3.68532756849826,"Ntn3","netrin 3"
"ENSMUSG00000036478",440.028111678693,"Btg1","B cell translocation gene 1, anti-proliferative"
"ENSMUSG00000036492",1.84266378424913,"Rnf39","ring finger protein 39"
"ENSMUSG00000036499",68.3628263956428,"Eea1","early endosome antigen 1"
"ENSMUSG00000036501",67.6257608819431,"Fam13b","family with sequence similarity 13, member B"
"ENSMUSG00000036503",44.2239308219791,"Rnf13","ring finger protein 13"
"ENSMUSG00000036504",0.737065513699652,"Phpt1","phosphohistidine phosphatase 1"
"ENSMUSG00000036513",11.7930482191944,"Commd2","COMM domain containing 2"
"ENSMUSG00000036526",79.2345427227126,"Card11","caspase recruitment domain family, member 11"
"ENSMUSG00000036528",3.86959394692318,"Ppfibp2","PTPRF interacting protein, binding protein 2 (liprin beta 2)"
"ENSMUSG00000036529",277.136633151069,"Sbf1","SET binding factor 1"
"ENSMUSG00000036533",7.0021223801467,"Cdc42ep3","CDC42 effector protein (Rho GTPase binding) 3"
"ENSMUSG00000036534",17.5053059503667,"Slc38a7","solute carrier family 38, member 7"
"ENSMUSG00000036537",3.31679481164844,"Rnf113a1","ring finger protein 113A1"
"ENSMUSG00000036550",399.673774803637,"Cnot1","CCR4-NOT transcription complex, subunit 1"
"ENSMUSG00000036552",13.6357120034436,"Ermard","ER membrane associated RNA degradation"
"ENSMUSG00000036553",2.94826205479861,"Sh3tc1","SH3 domain and tetratricopeptide repeats 1"
"ENSMUSG00000036555",35.0106119007335,"Iqce","IQ motif containing E"
"ENSMUSG00000036560",0.552799135274739,"Lgi4","leucine-rich repeat LGI family, member 4"
"ENSMUSG00000036561",29.666886926411,"Ppp6r2","protein phosphatase 6, regulatory subunit 2"
"ENSMUSG00000036564",1.4741310273993,"Ndrg4","N-myc downstream regulated gene 4"
"ENSMUSG00000036565",316.569638134001,"Ttyh3","tweety family member 3"
"ENSMUSG00000036568",63.7561669350199,"Gltscr1l","GLTSCR1-like"
"ENSMUSG00000036570",0.552799135274739,"Fxyd1","FXYD domain-containing ion transport regulator 1"
"ENSMUSG00000036572",54.1743152569245,"Upf3b","UPF3 regulator of nonsense transcripts homolog B (yeast)"
"ENSMUSG00000036578",0.552799135274739,"Fxyd7","FXYD domain-containing ion transport regulator 7"
"ENSMUSG00000036580",30.5882188185356,"Spg20","spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)"
"ENSMUSG00000036586",5.71225773117231,"Grifin","galectin-related inter-fiber protein"
"ENSMUSG00000036591",11.4245154623446,"Arhgap21","Rho GTPase activating protein 21"
"ENSMUSG00000036594",42.7497997945798,"H2-Aa","histocompatibility 2, class II antigen A, alpha"
"ENSMUSG00000036599",17.6895723287917,"Chst12","carbohydrate sulfotransferase 12"
"ENSMUSG00000036606",3.50106119007335,"Plxnb2","plexin B2"
"ENSMUSG00000036613",14.0042447602934,"Tssc1","tumor suppressing subtransferable candidate 1"
"ENSMUSG00000036615",13.8199783818685,"Rfxap","regulatory factor X-associated protein"
"ENSMUSG00000036617",4.97519221747265,"Etl4","enhancer trap locus 4"
"ENSMUSG00000036620",6.26505686644705,"Mgat4b","mannoside acetylglucosaminyltransferase 4, isoenzyme B"
"ENSMUSG00000036622",39.8015377397812,"Atp13a2","ATPase type 13A2"
"ENSMUSG00000036632",18.0581050856415,"Alg5","asparagine-linked glycosylation 5 (dolichyl-phosphate beta-glucosyltransferase)"
"ENSMUSG00000036636",46.0665946062283,"Clcn7","chloride channel, voltage-sensitive 7"
"ENSMUSG00000036639",2.94826205479861,"Nudt1","nudix (nucleoside diphosphate linked moiety X)-type motif 1"
"ENSMUSG00000036644",108.164364135424,"Tbc1d9b","TBC1 domain family, member 9B"
"ENSMUSG00000036646",74.0750841268151,"Man1b1","mannosidase, alpha, class 1B, member 1"
"ENSMUSG00000036661",5.34372497432248,"Dennd3","DENN/MADD domain containing 3"
"ENSMUSG00000036672",27.0871576284622,"Cenpt","centromere protein T"
"ENSMUSG00000036676",2.94826205479861,"Tmtc3","transmembrane and tetratricopeptide repeat containing 3"
"ENSMUSG00000036678",44.2239308219791,"Aaas","achalasia, adrenocortical insufficiency, alacrimia"
"ENSMUSG00000036686",52.8844506079501,"Cc2d1a","coiled-coil and C2 domain containing 1A"
"ENSMUSG00000036693",43.4868653082795,"Nop14","NOP14 nucleolar protein"
"ENSMUSG00000036698",446.661701301989,"Ago2","argonaute RISC catalytic subunit 2"
"ENSMUSG00000036707",179.29118620744,"Cab39","calcium binding protein 39"
"ENSMUSG00000036712",181.318116370114,"Cyld","CYLD lysine 63 deubiquitinase"
"ENSMUSG00000036721",9.39758529967057,"Zscan12","zinc finger and SCAN domain containing 12"
"ENSMUSG00000036733",0.737065513699652,"Rbm42","RNA binding motif protein 42"
"ENSMUSG00000036737",66.3358962329687,"Oxsr1","oxidative-stress responsive 1"
"ENSMUSG00000036748",9.76611805652039,"Cuedc2","CUE domain containing 2"
"ENSMUSG00000036751",47.9092583904774,"Cox6b1","cytochrome c oxidase, subunit VIb polypeptide 1"
"ENSMUSG00000036752",65.2302979624192,"Tubb4b","tubulin, beta 4B class IVB"
"ENSMUSG00000036764",5.52799135274739,"Dnajc12","DnaJ heat shock protein family (Hsp40) member C12"
"ENSMUSG00000036768",8.66051978597092,"Kif15","kinesin family member 15"
"ENSMUSG00000036769",31.6938170890851,"Wdr44","WD repeat domain 44"
"ENSMUSG00000036775",10.1346508133702,"Decr2","2-4-dienoyl-Coenzyme A reductase 2, peroxisomal"
"ENSMUSG00000036777",2.7639956763737,"Anln","anillin, actin binding protein"
"ENSMUSG00000036779",117.00915029982,"Papd5","PAP associated domain containing 5"
"ENSMUSG00000036781",14.3727775171432,"Rps27l","ribosomal protein S27-like"
"ENSMUSG00000036792",30.9567515753854,"Mbd5","methyl-CpG binding domain protein 5"
"ENSMUSG00000036805",1.28986464897439,"Noxa1","NADPH oxidase activator 1"
"ENSMUSG00000036810",28.5612886558615,"Cnep1r1","CTD nuclear envelope phosphatase 1 regulatory subunit 1"
"ENSMUSG00000036817",49.5676557963016,"Sun1","Sad1 and UNC84 domain containing 1"
"ENSMUSG00000036819",29.666886926411,"Jmjd4","jumonji domain containing 4"
"ENSMUSG00000036820",11.7930482191944,"Amdhd2","amidohydrolase domain containing 2"
"ENSMUSG00000036822",43.1183325514297,"Topors","topoisomerase I binding, arginine/serine-rich"
"ENSMUSG00000036825",7.92345427227126,"Ssx2ip","synovial sarcoma, X 2 interacting protein"
"ENSMUSG00000036833",226.831911841068,"Pnpla7","patatin-like phospholipase domain containing 7"
"ENSMUSG00000036835",26.5343584931875,"Psenen","presenilin enhancer gamma secretase subunit"
"ENSMUSG00000036840",43.3025989298546,"Siah1a","seven in absentia 1A"
"ENSMUSG00000036845",29.2983541695612,"Lin37","lin-37 homolog (C. elegans)"
"ENSMUSG00000036850",18.7951705993411,"Mrpl41","mitochondrial ribosomal protein L41"
"ENSMUSG00000036853",1.65839740582422,"Mcoln3","mucolipin 3"
"ENSMUSG00000036854",6.63358962329687,"Hspb6","heat shock protein, alpha-crystallin-related, B6"
"ENSMUSG00000036860",5.52799135274739,"Mrpl55","mitochondrial ribosomal protein L55"
"ENSMUSG00000036863",2.21119654109896,"Syde2","synapse defective 1, Rho GTPase, homolog 2 (C. elegans)"
"ENSMUSG00000036864",11.7930482191944,"Proser3","proline and serine rich 3"
"ENSMUSG00000036873",8.10772065069618,"2410004B18Rik","RIKEN cDNA 2410004B18 gene"
"ENSMUSG00000036875",1.10559827054948,"Dna2","DNA replication helicase/nuclease 2"
"ENSMUSG00000036879",25.9815593579127,"Phkb","phosphorylase kinase beta"
"ENSMUSG00000036880",17.3210395719418,"Acaa2","acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)"
"ENSMUSG00000036882",2.57972929794878,"Arhgap33","Rho GTPase activating protein 33"
"ENSMUSG00000036885",1.28986464897439,"Arhgef26","Rho guanine nucleotide exchange factor (GEF) 26"
"ENSMUSG00000036890",13.4514456250187,"Gtdc1","glycosyltransferase-like domain containing 1"
"ENSMUSG00000036893",79.0502763442877,"Ehmt1","euchromatic histone methyltransferase 1"
"ENSMUSG00000036894",13.0829128681688,"Rap2b","RAP2B, member of RAS oncogene family"
"ENSMUSG00000036896",1.10559827054948,"C1qc","complement component 1, q subcomponent, C chain"
"ENSMUSG00000036898",23.9546291952387,"Zfp157","zinc finger protein 157"
"ENSMUSG00000036902",4.42239308219791,"Neto2","neuropilin (NRP) and tolloid (TLL)-like 2"
"ENSMUSG00000036905",0.552799135274739,"C1qb","complement component 1, q subcomponent, beta polypeptide"
"ENSMUSG00000036908",16.2154413013924,"Unc93b1","unc-93 homolog B1 (C. elegans)"
"ENSMUSG00000036916",43.4868653082795,"Zfp280c","zinc finger protein 280C"
"ENSMUSG00000036918",65.5988307192691,"Ttc7","tetratricopeptide repeat domain 7"
"ENSMUSG00000036931",65.2302979624192,"Nfkbid","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta"
"ENSMUSG00000036932",23.7703628168138,"Aifm1","apoptosis-inducing factor, mitochondrion-associated 1"
"ENSMUSG00000036934",9.95038443494531,"4921524J17Rik","RIKEN cDNA 4921524J17 gene"
"ENSMUSG00000036940",84.0254685617604,"Kdm1a","lysine (K)-specific demethylase 1A"
"ENSMUSG00000036941",14.925576652418,"Elac1","elaC ribonuclease Z 1"
"ENSMUSG00000036943",241.204689358211,"Rab8b","RAB8B, member RAS oncogene family"
"ENSMUSG00000036944",273.819838339421,"Tmem71","transmembrane protein 71"
"ENSMUSG00000036948",47.9092583904774,"BC037034","cDNA sequence BC037034"
"ENSMUSG00000036955",15.6626421661176,"Kif1bp","KIF1 binding protein"
"ENSMUSG00000036959",23.0332973031141,"Bcorl1","BCL6 co-repressor-like 1"
"ENSMUSG00000036964",2.02693016267404,"Trim17","tripartite motif-containing 17"
"ENSMUSG00000036966",24.6916947089384,"Spryd3","SPRY domain containing 3"
"ENSMUSG00000036968",12.5301137328941,"Cnpy4","canopy FGF signaling regulator 4"
"ENSMUSG00000036975",6.63358962329687,"Tmem177","transmembrane protein 177"
"ENSMUSG00000036977",11.4245154623446,"Anapc10","anaphase promoting complex subunit 10"
"ENSMUSG00000036980",16.952506815092,"Taf6","TATA-box binding protein associated factor 6"
"ENSMUSG00000036983",3.50106119007335,"Tfb1m","transcription factor B1, mitochondrial"
"ENSMUSG00000036985",45.5137954709535,"Zdhhc9","zinc finger, DHHC domain containing 9"
"ENSMUSG00000036986",68.9156255309175,"Pml","promyelocytic leukemia"
"ENSMUSG00000036989",19.7165024914657,"Trim3","tripartite motif-containing 3"
"ENSMUSG00000036990",175.974391395792,"Otud4","OTU domain containing 4"
"ENSMUSG00000036992",7.18638875857161,"Nxt1","NTF2-related export protein 1"
"ENSMUSG00000037001",11.6087818407695,"Zfp39","zinc finger protein 39"
"ENSMUSG00000037003",2.57972929794878,"Tns2","tensin 2"
"ENSMUSG00000037005",0.921331892124566,"Xpnpep2","X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound"
"ENSMUSG00000037007",27.0871576284622,"Zfp113","zinc finger protein 113"
"ENSMUSG00000037010",0.921331892124566,"Apln","apelin"
"ENSMUSG00000037012",103.189171917951,"Hk1","hexokinase 1"
"ENSMUSG00000037013",170.446400043045,"Ss18","SS18, nBAF chromatin remodeling complex subunit"
"ENSMUSG00000037017",23.5860964383889,"Zscan21","zinc finger and SCAN domain containing 21"
"ENSMUSG00000037020",23.9546291952387,"Wdr62","WD repeat domain 62"
"ENSMUSG00000037022",5.52799135274739,"Mmaa","methylmalonic aciduria (cobalamin deficiency) type A"
"ENSMUSG00000037029",43.6711316867044,"Zfp146","zinc finger protein 146"
"ENSMUSG00000037032",1.65839740582422,"Apbb1","amyloid beta (A4) precursor protein-binding, family B, member 1"
"ENSMUSG00000037049",17.1367731935169,"Smpd1","sphingomyelin phosphodiesterase 1, acid lysosomal"
"ENSMUSG00000037058",161.417347500224,"Paip2","polyadenylate-binding protein-interacting protein 2"
"ENSMUSG00000037062",164.734142311872,"Sh3glb1","SH3-domain GRB2-like B1 (endophilin)"
"ENSMUSG00000037070",19.7165024914657,"Rbmxl1","RNA binding motif protein, X-linked like-1"
"ENSMUSG00000037071",6.26505686644705,"Scd1","stearoyl-Coenzyme A desaturase 1"
"ENSMUSG00000037072",68.9156255309175,"Selenof","selenoprotein F"
"ENSMUSG00000037075",44.2239308219791,"Rnf139","ring finger protein 139"
"ENSMUSG00000037085",6.08079048802213,"Trmt12","tRNA methyltranferase 12"
"ENSMUSG00000037089",13.4514456250187,"Slc35b2","solute carrier family 35, member B2"
"ENSMUSG00000037096",2.94826205479861,NA,NA
"ENSMUSG00000037098",31.6938170890851,"Rab11fip3","RAB11 family interacting protein 3 (class II)"
"ENSMUSG00000037103",63.7561669350199,"Dcaf15","DDB1 and CUL4 associated factor 15"
"ENSMUSG00000037104",24.8759610873633,"Socs5","suppressor of cytokine signaling 5"
"ENSMUSG00000037108",4.79092583904774,"Zcwpw1","zinc finger, CW type with PWWP domain 1"
"ENSMUSG00000037110",77.9446780737382,"Ralgapa2","Ral GTPase activating protein, alpha subunit 2 (catalytic)"
"ENSMUSG00000037111",180.76531723484,"Setd7","SET domain containing (lysine methyltransferase) 7"
"ENSMUSG00000037112",44.9609963356788,"Sik2","salt inducible kinase 2"
"ENSMUSG00000037119",63.0191014213203,"Fam91a1","family with sequence similarity 91, member A1"
"ENSMUSG00000037126",25.6130266010629,"Psd","pleckstrin and Sec7 domain containing"
"ENSMUSG00000037134",21.0063671404401,"Prmt9","protein arginine methyltransferase 9"
"ENSMUSG00000037138",126.77526835634,"Aff3","AF4/FMR2 family, member 3"
"ENSMUSG00000037148",15.2941094092678,"Arhgap10","Rho GTPase activating protein 10"
"ENSMUSG00000037149",40.9071360103307,"Ddx1","DEAD (Asp-Glu-Ala-Asp) box polypeptide 1"
"ENSMUSG00000037151",8.476253407546,"Lrrc20","leucine rich repeat containing 20"
"ENSMUSG00000037152",4.79092583904774,"Ndufc1","NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1"
"ENSMUSG00000037172",58.0439092038476,"E330009J07Rik","RIKEN cDNA E330009J07 gene"
"ENSMUSG00000037174",107.427298621724,"Elf2","E74-like factor 2"
"ENSMUSG00000037190",7.92345427227126,"Cyb561d2","cytochrome b-561 domain containing 2"
"ENSMUSG00000037197",67.6257608819431,"Rbm17","RNA binding motif protein 17"
"ENSMUSG00000037202",4.97519221747265,"Prf1","perforin 1 (pore forming protein)"
"ENSMUSG00000037204",8.29198702912109,"Atg101","autophagy related 101"
"ENSMUSG00000037210",140.042447602934,"Fam193a","family with sequence similarity 193, member A"
"ENSMUSG00000037211",7.73918789384635,"Spry1","sprouty homolog 1 (Drosophila)"
"ENSMUSG00000037214",4.05386032534809,"Thap1","THAP domain containing, apoptosis associated protein 1"
"ENSMUSG00000037216",1.65839740582422,"Lipt1","lipoyltransferase 1"
"ENSMUSG00000037217",1.65839740582422,"Syn1","synapsin I"
"ENSMUSG00000037221",16.3997076798173,"Mospd3","motile sperm domain containing 3"
"ENSMUSG00000037224",5.52799135274739,"Zfyve28","zinc finger, FYVE domain containing 28"
"ENSMUSG00000037225",8.10772065069618,"Fgf2","fibroblast growth factor 2"
"ENSMUSG00000037234",99.5038443494531,"Hook3","hook microtubule tethering protein 3"
"ENSMUSG00000037235",109.269962405973,"Mxd4","Max dimerization protein 4"
"ENSMUSG00000037236",119.773145976194,"Matr3","matrin 3"
"ENSMUSG00000037239",1.65839740582422,"Spred3","sprouty-related, EVH1 domain containing 3"
"ENSMUSG00000037242",40.7228696319058,"Clic4","chloride intracellular channel 4 (mitochondrial)"
"ENSMUSG00000037243",21.0063671404401,"Zfp692","zinc finger protein 692"
"ENSMUSG00000037251",16.2154413013924,"Pomk","protein-O-mannose kinase"
"ENSMUSG00000037253",46.8036601199279,"Mex3c","mex3 RNA binding family member C"
"ENSMUSG00000037257",19.7165024914657,"Aagab","alpha- and gamma-adaptin binding protein"
"ENSMUSG00000037260",22.6647645462643,"Hgsnat","heparan-alpha-glucosaminide N-acetyltransferase"
"ENSMUSG00000037262",14.0042447602934,"Kin","Kin17 DNA and RNA binding protein"
"ENSMUSG00000037266",175.605858638942,"Rsrp1","arginine/serine rich protein 1"
"ENSMUSG00000037270",531.792768134299,"4932438A13Rik","RIKEN cDNA 4932438A13 gene"
"ENSMUSG00000037275",36.116210171283,"Gemin5","gem (nuclear organelle) associated protein 5"
"ENSMUSG00000037278",2.21119654109896,"Tmem97","transmembrane protein 97"
"ENSMUSG00000037280",167.866670745096,"Galnt6","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6"
"ENSMUSG00000037286",118.114748570369,"Stag1","stromal antigen 1"
"ENSMUSG00000037287",40.7228696319058,"Tbcel","tubulin folding cofactor E-like"
"ENSMUSG00000037295",159.206150959125,"Ldlrap1","low density lipoprotein receptor adaptor protein 1"
"ENSMUSG00000037296",14.0042447602934,"Lsm1","LSM1 homolog, mRNA degradation associated"
"ENSMUSG00000037300",110.191294298098,"Ttc13","tetratricopeptide repeat domain 13"
"ENSMUSG00000037306",5.71225773117231,"Man1c1","mannosidase, alpha, class 1C, member 1"
"ENSMUSG00000037313",11.6087818407695,"Tacc3","transforming, acidic coiled-coil containing protein 3"
"ENSMUSG00000037315",16.952506815092,"Jade3","jade family PHD finger 3"
"ENSMUSG00000037316",16.952506815092,"Bag4","BCL2-associated athanogene 4"
"ENSMUSG00000037318",275.109702988395,"Traf3ip3","TRAF3 interacting protein 3"
"ENSMUSG00000037321",205.272745565353,"Tap1","transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)"
"ENSMUSG00000037325",1.4741310273993,"Bbs7","Bardet-Biedl syndrome 7 (human)"
"ENSMUSG00000037326",33.7207472517591,"Capn15","calpain 15"
"ENSMUSG00000037331",214.486064486599,"Larp1","La ribonucleoprotein domain family, member 1"
"ENSMUSG00000037336",13.0829128681688,"Mfsd2b","major facilitator superfamily domain containing 2B"
"ENSMUSG00000037337",76.286280667914,"Map4k1","mitogen-activated protein kinase kinase kinase kinase 1"
"ENSMUSG00000037339",49.3833894178767,"Fam53a","family with sequence similarity 53, member A"
"ENSMUSG00000037341",3.68532756849826,"Slc9a7","solute carrier family 9 (sodium/hydrogen exchanger), member 7"
"ENSMUSG00000037343",52.5159178511002,"Taf2","TATA-box binding protein associated factor 2"
"ENSMUSG00000037344",17.6895723287917,"Slc12a9","solute carrier family 12 (potassium/chloride transporters), member 9"
"ENSMUSG00000037348",24.3231619520885,"Paqr7","progestin and adipoQ receptor family member VII"
"ENSMUSG00000037349",7.92345427227126,"Nudt22","nudix (nucleoside diphosphate linked moiety X)-type motif 22"
"ENSMUSG00000037351",57.306843690148,"Actr1b","ARP1 actin-related protein 1B, centractin beta"
