"","moto_1.counts","moto_2.counts","sum","Symbol","Name"
"ENSMUSG00000081855",0,0,0,NA,NA
"ENSMUSG00000081856",0,0,0,NA,NA
"ENSMUSG00000081857",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000081858",0,0,0,NA,NA
"ENSMUSG00000081859",0,0,0,NA,NA
"ENSMUSG00000081860",0,0,0,NA,NA
"ENSMUSG00000081861",0,0,0,NA,NA
"ENSMUSG00000081862",0,0,0,NA,NA
"ENSMUSG00000081863",0,0,0,NA,NA
"ENSMUSG00000081864",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000081865",0.0289501151013151,0.111498683632604,0.140448798733919,NA,NA
"ENSMUSG00000081866",0,0,0,NA,NA
"ENSMUSG00000081868",0.0579002302026302,0,0.0579002302026302,NA,NA
"ENSMUSG00000081869",0,0,0,NA,NA
"ENSMUSG00000081870",0,0,0,NA,NA
"ENSMUSG00000081871",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000081872",0,0,0,NA,NA
"ENSMUSG00000081873",0,0,0,NA,NA
"ENSMUSG00000081874",0,0,0,NA,NA
"ENSMUSG00000081875",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000081876",0,0,0,NA,NA
"ENSMUSG00000081877",0,0,0,NA,NA
"ENSMUSG00000081878",0,0,0,NA,NA
"ENSMUSG00000081879",0,0,0,NA,NA
"ENSMUSG00000081880",0,0,0,NA,NA
"ENSMUSG00000081881",0,0,0,NA,NA
"ENSMUSG00000081882",0,0,0,NA,NA
"ENSMUSG00000081883",0,0,0,NA,NA
"ENSMUSG00000081884",0,0,0,NA,NA
"ENSMUSG00000081885",0,0,0,NA,NA
"ENSMUSG00000081886",0,0,0,NA,NA
"ENSMUSG00000081887",0.434251726519727,0.334496050897811,0.768747777417538,NA,NA
"ENSMUSG00000081888",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000081889",0,0,0,NA,NA
"ENSMUSG00000081890",0,0,0,NA,NA
"ENSMUSG00000081891",0,0,0,NA,NA
"ENSMUSG00000081892",0.434251726519727,0.250872038173358,0.685123764693085,NA,NA
"ENSMUSG00000081893",0,0,0,NA,NA
"ENSMUSG00000081894",0,0,0,NA,NA
"ENSMUSG00000081895",0,0.0278746709081509,0.0278746709081509,"Rpl17-ps10","ribosomal protein L17, pseudogene 10"
"ENSMUSG00000081896",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000081897",0,0,0,NA,NA
"ENSMUSG00000081898",0.0579002302026302,0.0278746709081509,0.0857749011107812,NA,NA
"ENSMUSG00000081900",0,0,0,NA,NA
"ENSMUSG00000081901",0,0,0,NA,NA
"ENSMUSG00000081903",0,0,0,NA,NA
"ENSMUSG00000081904",0,0,0,NA,NA
"ENSMUSG00000081905",0,0,0,NA,NA
"ENSMUSG00000081906",0,0,0,NA,NA
"ENSMUSG00000081907",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000081908",0,0,0,NA,NA
"ENSMUSG00000081909",0,0,0,NA,NA
"ENSMUSG00000081910",0,0,0,NA,NA
"ENSMUSG00000081911",0,0,0,NA,NA
"ENSMUSG00000081912",0,0,0,NA,NA
"ENSMUSG00000081913",0,0,0,NA,NA
"ENSMUSG00000081914",0,0,0,NA,NA
"ENSMUSG00000081916",0,0,0,NA,NA
"ENSMUSG00000081917",0,0,0,NA,NA
"ENSMUSG00000081918",0.0289501151013151,0.111498683632604,0.140448798733919,NA,NA
"ENSMUSG00000081919",0,0,0,NA,NA
"ENSMUSG00000081920",0,0,0,NA,NA
"ENSMUSG00000081921",0,0,0,NA,NA
"ENSMUSG00000081923",0,0,0,NA,NA
"ENSMUSG00000081924",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000081925",0,0,0,NA,NA
"ENSMUSG00000081926",0.318451266114466,0.139373354540755,0.457824620655221,NA,NA
"ENSMUSG00000081928",0,0,0,NA,NA
"ENSMUSG00000081929",0.0579002302026302,0.139373354540755,0.197273584743385,NA,NA
"ENSMUSG00000081931",0,0,0,NA,NA
"ENSMUSG00000081932",0,0,0,NA,NA
"ENSMUSG00000081933",0,0,0,NA,NA
"ENSMUSG00000081934",0,0,0,NA,NA
"ENSMUSG00000081935",0,0,0,NA,NA
"ENSMUSG00000081936",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000081937",0,0,0,NA,NA
"ENSMUSG00000081938",0,0,0,NA,NA
"ENSMUSG00000081939",0,0,0,NA,NA
"ENSMUSG00000081940",0,0,0,NA,NA
"ENSMUSG00000081941",0,0,0,NA,NA
"ENSMUSG00000081942",0,0,0,NA,NA
"ENSMUSG00000081943",0,0,0,NA,NA
"ENSMUSG00000081944",0.636902532228933,0.61324275997932,1.25014529220825,NA,NA
"ENSMUSG00000081945",0,0,0,NA,NA
"ENSMUSG00000081946",0,0,0,NA,NA
"ENSMUSG00000081947",0,0,0,NA,NA
"ENSMUSG00000081948",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000081949",0,0,0,NA,NA
"ENSMUSG00000081950",0,0,0,NA,NA
"ENSMUSG00000081951",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000081952",0,0,0,NA,NA
"ENSMUSG00000081953",0,0.0557493418163019,0.0557493418163019,NA,NA
"ENSMUSG00000081954",0,0,0,NA,NA
"ENSMUSG00000081955",0,0,0,NA,NA
"ENSMUSG00000081957",0,0,0,NA,NA
"ENSMUSG00000081958",0,0,0,NA,NA
"ENSMUSG00000081959",0,0,0,NA,NA
"ENSMUSG00000081960",0,0,0,NA,NA
"ENSMUSG00000081961",0,0,0,NA,NA
"ENSMUSG00000081962",0,0,0,NA,NA
"ENSMUSG00000081964",0.0289501151013151,0.0278746709081509,0.0568247860094661,NA,NA
"ENSMUSG00000081965",0.11580046040526,0.362370721805962,0.478171182211223,NA,NA
"ENSMUSG00000081966",0,0,0,NA,NA
"ENSMUSG00000081967",0.0289501151013151,0.0557493418163019,0.084699456917617,NA,NA
"ENSMUSG00000081968",0,0,0,NA,NA
"ENSMUSG00000081969",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000081970",0,0.0836240127244528,0.0836240127244528,NA,NA
"ENSMUSG00000081971",0,0,0,NA,NA
"ENSMUSG00000081972",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000081973",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000081974",0.202650805709206,1.05923749450974,1.26188830021894,NA,NA
"ENSMUSG00000081975",0,0.111498683632604,0.111498683632604,NA,NA
"ENSMUSG00000081976",0,0,0,NA,NA
"ENSMUSG00000081978",0,0,0,NA,NA
"ENSMUSG00000081979",0,0,0,NA,NA
"ENSMUSG00000081980",0,0,0,NA,NA
"ENSMUSG00000081982",0,0,0,NA,NA
"ENSMUSG00000081984",1.79490713628154,1.5888562417646,3.38376337804614,"Dnajb3","DnaJ heat shock protein family (Hsp40) member B3"
"ENSMUSG00000081985",0,0,0,NA,NA
"ENSMUSG00000081986",0,0,0,NA,NA
"ENSMUSG00000081987",0,0,0,NA,NA
"ENSMUSG00000081988",0,0,0,NA,NA
"ENSMUSG00000081991",0,0,0,NA,NA
"ENSMUSG00000081992",0,0,0,NA,NA
"ENSMUSG00000081993",0,0,0,NA,NA
"ENSMUSG00000081994",0,0,0,NA,NA
"ENSMUSG00000081995",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000081996",0.0579002302026302,0.0278746709081509,0.0857749011107812,NA,NA
"ENSMUSG00000081998",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000081999",0.347401381215781,0.61324275997932,0.960644141195102,NA,NA
"ENSMUSG00000082000",0,0,0,NA,NA
"ENSMUSG00000082001",0,0,0,NA,NA
"ENSMUSG00000082002",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000082005",0.0868503453039454,0.195122696357056,0.281973041661002,NA,NA
"ENSMUSG00000082006",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000082007",0,0,0,NA,NA
"ENSMUSG00000082008",0,0,0,NA,NA
"ENSMUSG00000082009",0,0,0,NA,NA
"ENSMUSG00000082010",0,0,0,NA,NA
"ENSMUSG00000082011",0,0,0,NA,NA
"ENSMUSG00000082012",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000082013",0,0,0,NA,NA
"ENSMUSG00000082014",0,0,0,NA,NA
"ENSMUSG00000082015",0,0,0,NA,NA
"ENSMUSG00000082016",0.11580046040526,0.139373354540755,0.255173814946015,NA,NA
"ENSMUSG00000082017",0.0289501151013151,0.0278746709081509,0.0568247860094661,NA,NA
"ENSMUSG00000082018",0.144750575506576,0.167248025448906,0.311998600955481,NA,NA
"ENSMUSG00000082019",0,0,0,NA,NA
"ENSMUSG00000082020",0,0,0,NA,NA
"ENSMUSG00000082021",0,0,0,NA,NA
"ENSMUSG00000082022",0,0,0,NA,NA
"ENSMUSG00000082023",0,0,0,NA,NA
"ENSMUSG00000082024",0,0,0,NA,NA
"ENSMUSG00000082025",0,0,0,NA,NA
"ENSMUSG00000082026",0,0,0,NA,NA
"ENSMUSG00000082027",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000082028",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000082029",0,0,0,NA,NA
"ENSMUSG00000082030",0,0,0,NA,NA
"ENSMUSG00000082031",0,0.0557493418163019,0.0557493418163019,NA,NA
"ENSMUSG00000082032",0,0,0,NA,NA
"ENSMUSG00000082033",0,0,0,NA,NA
"ENSMUSG00000082035",0,0,0,"Rpl17-ps8","ribosomal protein L17, pseudogene 8"
"ENSMUSG00000082036",0,0,0,NA,NA
"ENSMUSG00000082037",0,0,0,NA,NA
"ENSMUSG00000082038",0,0,0,NA,NA
"ENSMUSG00000082039",0,0,0,NA,NA
"ENSMUSG00000082040",0,0,0,NA,NA
"ENSMUSG00000082042",0,0,0,NA,NA
"ENSMUSG00000082043",0,0,0,NA,NA
"ENSMUSG00000082044",1.70805679097759,1.89547762175426,3.60353441273186,NA,NA
"ENSMUSG00000082045",0,0,0,NA,NA
"ENSMUSG00000082046",0,0,0,NA,NA
"ENSMUSG00000082047",0,0,0,NA,NA
"ENSMUSG00000082048",0,0,0,NA,NA
"ENSMUSG00000082049",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000082051",0,0,0,NA,NA
"ENSMUSG00000082052",0.0868503453039454,0.167248025448906,0.254098370752851,NA,NA
"ENSMUSG00000082053",0,0,0,NA,NA
"ENSMUSG00000082054",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000082056",0,0,0,NA,NA
"ENSMUSG00000082057",0,0,0,NA,NA
"ENSMUSG00000082058",0,0,0,NA,NA
"ENSMUSG00000082059",0,0,0,NA,NA
"ENSMUSG00000082060",0,0,0,NA,NA
"ENSMUSG00000082061",0,0,0,NA,NA
"ENSMUSG00000082062",0.839553337938139,0.864114798152679,1.70366813609082,NA,NA
"ENSMUSG00000082063",0.521102071823672,0.752616114520075,1.27371818634375,NA,NA
"ENSMUSG00000082064",0,0,0,NA,NA
"ENSMUSG00000082065",0,0,0,NA,NA
"ENSMUSG00000082066",0.0289501151013151,0.111498683632604,0.140448798733919,NA,NA
"ENSMUSG00000082068",0,0,0,NA,NA
"ENSMUSG00000082069",0,0,0,NA,NA
"ENSMUSG00000082070",0,0.0557493418163019,0.0557493418163019,NA,NA
"ENSMUSG00000082071",0,0,0,NA,NA
"ENSMUSG00000082072",0.0579002302026302,0.0278746709081509,0.0857749011107812,NA,NA
"ENSMUSG00000082073",0.0579002302026302,0.0557493418163019,0.113649572018932,NA,NA
"ENSMUSG00000082074",0,0,0,NA,NA
"ENSMUSG00000082076",0.0289501151013151,0.139373354540755,0.16832346964207,NA,NA
"ENSMUSG00000082077",0,0,0,NA,NA
"ENSMUSG00000082078",0,0.0557493418163019,0.0557493418163019,NA,NA
"ENSMUSG00000082079",0,0.0557493418163019,0.0557493418163019,NA,NA
"ENSMUSG00000082080",0,0,0,NA,NA
"ENSMUSG00000082081",0,0,0,NA,NA
"ENSMUSG00000082082",0,0,0,NA,NA
"ENSMUSG00000082083",0,0,0,NA,NA
"ENSMUSG00000082084",0,0,0,NA,NA
"ENSMUSG00000082085",0.144750575506576,0.111498683632604,0.256249259139179,NA,NA
"ENSMUSG00000082087",0,0,0,NA,NA
"ENSMUSG00000082088",0.521102071823672,0.222997367265207,0.74409943908888,NA,NA
"ENSMUSG00000082089",0,0,0,NA,NA
"ENSMUSG00000082090",0.0868503453039454,0.0278746709081509,0.114725016212096,NA,NA
"ENSMUSG00000082091",0,0,0,NA,NA
"ENSMUSG00000082092",0,0,0,NA,NA
"ENSMUSG00000082093",0,0,0,NA,NA
"ENSMUSG00000082095",0.0579002302026302,0,0.0579002302026302,NA,NA
"ENSMUSG00000082096",0,0,0,NA,NA
"ENSMUSG00000082097",0,0,0,NA,NA
"ENSMUSG00000082098",0,0,0,NA,NA
"ENSMUSG00000082099",0,0.0557493418163019,0.0557493418163019,NA,NA
"ENSMUSG00000082100",0.347401381215781,2.98258978717215,3.32999116838793,NA,NA
"ENSMUSG00000082101",0,0,0,"Slfn14","schlafen 14"
"ENSMUSG00000082103",0,0,0,NA,NA
"ENSMUSG00000082104",0,0,0,NA,NA
"ENSMUSG00000082106",0,0,0,NA,NA
"ENSMUSG00000082107",0.0289501151013151,0.0278746709081509,0.0568247860094661,NA,NA
"ENSMUSG00000082108",0,0.0557493418163019,0.0557493418163019,NA,NA
"ENSMUSG00000082109",0.0579002302026302,0,0.0579002302026302,NA,NA
"ENSMUSG00000082110",0,0,0,NA,NA
"ENSMUSG00000082111",0,0,0,NA,NA
"ENSMUSG00000082112",0,0,0,NA,NA
"ENSMUSG00000082113",0,0,0,NA,NA
"ENSMUSG00000082114",0,0,0,NA,NA
"ENSMUSG00000082115",0,0,0,NA,NA
"ENSMUSG00000082116",0,0,0,NA,NA
"ENSMUSG00000082117",0,0,0,NA,NA
"ENSMUSG00000082118",0,0,0,NA,NA
"ENSMUSG00000082119",0,0,0,NA,NA
"ENSMUSG00000082120",0.579002302026302,0.668992101795622,1.24799440382192,NA,NA
"ENSMUSG00000082121",0,0,0,NA,NA
"ENSMUSG00000082122",0,0,0,NA,NA
"ENSMUSG00000082123",0,0,0,NA,NA
"ENSMUSG00000082125",0,0,0,NA,NA
"ENSMUSG00000082126",0,0,0,NA,NA
"ENSMUSG00000082127",0.144750575506576,0.0278746709081509,0.172625246414727,NA,NA
"ENSMUSG00000082128",0.0289501151013151,0.0836240127244528,0.112574127825768,NA,NA
"ENSMUSG00000082129",0,0,0,NA,NA
"ENSMUSG00000082130",0,0,0,NA,NA
"ENSMUSG00000082132",0,0,0,NA,NA
"ENSMUSG00000082134",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000082135",0,0,0,NA,NA
"ENSMUSG00000082136",0,0,0,NA,NA
"ENSMUSG00000082138",0,0,0,NA,NA
"ENSMUSG00000082139",0,0,0,NA,NA
"ENSMUSG00000082140",0,0,0,NA,NA
"ENSMUSG00000082141",0,0,0,NA,NA
"ENSMUSG00000082142",0,0,0,NA,NA
"ENSMUSG00000082143",0.231600920810521,0.30662137998966,0.538222300800181,NA,NA
"ENSMUSG00000082144",0.897453568140769,0.473869405438566,1.37132297357933,NA,NA
"ENSMUSG00000082145",0,0,0,NA,NA
"ENSMUSG00000082146",0,0,0,NA,NA
"ENSMUSG00000082147",0,0,0,NA,NA
"ENSMUSG00000082148",0.144750575506576,0.0557493418163019,0.200499917322877,NA,NA
"ENSMUSG00000082149",0,0,0,NA,NA
"ENSMUSG00000082151",0.0289501151013151,0.0278746709081509,0.0568247860094661,NA,NA
"ENSMUSG00000082152",0,0,0,NA,NA
"ENSMUSG00000082154",0,0,0,NA,NA
"ENSMUSG00000082155",0,0,0,NA,NA
"ENSMUSG00000082156",0,0,0,NA,NA
"ENSMUSG00000082157",0.144750575506576,0,0.144750575506576,NA,NA
"ENSMUSG00000082158",0,0,0,NA,NA
"ENSMUSG00000082159",0,0,0,NA,NA
"ENSMUSG00000082160",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000082161",0,0,0,NA,NA
"ENSMUSG00000082162",0,0,0,NA,NA
"ENSMUSG00000082163",0.463201841621042,0.724741443611924,1.18794328523297,NA,NA
"ENSMUSG00000082164",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000082165",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000082167",0,0,0,NA,NA
"ENSMUSG00000082168",0,0,0,NA,NA
"ENSMUSG00000082169",0,0,0,NA,NA
"ENSMUSG00000082170",0,0,0,NA,NA
"ENSMUSG00000082171",0,0.0557493418163019,0.0557493418163019,NA,NA
"ENSMUSG00000082172",0,0,0,NA,NA
"ENSMUSG00000082173",0,0,0,NA,NA
"ENSMUSG00000082174",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000082175",0,0,0,NA,NA
"ENSMUSG00000082176",0,0,0,NA,NA
"ENSMUSG00000082177",0,0,0,NA,NA
"ENSMUSG00000082178",0,0,0,NA,NA
"ENSMUSG00000082179",0,0.0836240127244528,0.0836240127244528,NA,NA
"ENSMUSG00000082180",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000082181",0,0,0,NA,NA
"ENSMUSG00000082183",0,0,0,NA,NA
"ENSMUSG00000082185",0.144750575506576,0.222997367265207,0.367747942771783,NA,NA
"ENSMUSG00000082186",0.144750575506576,0.195122696357056,0.339873271863632,NA,NA
"ENSMUSG00000082187",0,0,0,NA,NA
"ENSMUSG00000082188",0,0,0,NA,NA
"ENSMUSG00000082189",0,0,0,NA,NA
"ENSMUSG00000082190",0,0,0,NA,NA
"ENSMUSG00000082191",0,0,0,NA,NA
"ENSMUSG00000082192",0,0,0,NA,NA
"ENSMUSG00000082193",0.0868503453039454,0.0278746709081509,0.114725016212096,NA,NA
"ENSMUSG00000082194",0,0.0557493418163019,0.0557493418163019,NA,NA
"ENSMUSG00000082195",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000082196",0,0,0,NA,NA
"ENSMUSG00000082197",0.144750575506576,0.0836240127244528,0.228374588231028,NA,NA
"ENSMUSG00000082198",0,0,0,NA,NA
"ENSMUSG00000082199",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000082200",0,0,0,NA,NA
"ENSMUSG00000082202",0,0,0,NA,NA
"ENSMUSG00000082203",0,0,0,NA,NA
"ENSMUSG00000082204",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000082205",0,0,0,NA,NA
"ENSMUSG00000082207",0,0,0,NA,NA
"ENSMUSG00000082208",1.10010437384997,0.473869405438566,1.57397377928854,NA,NA
"ENSMUSG00000082210",0.0868503453039454,0,0.0868503453039454,NA,NA
"ENSMUSG00000082211",0,0,0,"Defa27","defensin, alpha, 27"
"ENSMUSG00000082212",0,0,0,NA,NA
"ENSMUSG00000082213",0,0,0,NA,NA
"ENSMUSG00000082214",0,0,0,NA,NA
"ENSMUSG00000082215",0,0,0,NA,NA
"ENSMUSG00000082216",0,0,0,NA,NA
"ENSMUSG00000082217",0,0,0,NA,NA
"ENSMUSG00000082218",0,0,0,NA,NA
"ENSMUSG00000082220",0,0,0,NA,NA
"ENSMUSG00000082222",0,0,0,NA,NA
"ENSMUSG00000082223",0,0,0,NA,NA
"ENSMUSG00000082225",0,0,0,NA,NA
"ENSMUSG00000082226",4.63201841621042,3.76308057260038,8.39509898881079,NA,NA
"ENSMUSG00000082227",0,0,0,NA,NA
"ENSMUSG00000082228",0,0,0,NA,NA
"ENSMUSG00000082229",289.443250782949,257.952204584029,547.395455366977,"Nap1l2","nucleosome assembly protein 1-like 2"
"ENSMUSG00000082233",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000082234",0,0,0,NA,NA
"ENSMUSG00000082235",0.0579002302026302,0,0.0579002302026302,NA,NA
"ENSMUSG00000082236",0,0,0,NA,NA
"ENSMUSG00000082237",0,0,0,NA,NA
"ENSMUSG00000082238",0,0,0,NA,NA
"ENSMUSG00000082239",0,0,0,NA,NA
"ENSMUSG00000082240",0,0,0,NA,NA
"ENSMUSG00000082241",0,0,0,NA,NA
"ENSMUSG00000082242",0,0,0,NA,NA
"ENSMUSG00000082243",0,0,0,NA,NA
"ENSMUSG00000082244",0,0,0,NA,NA
"ENSMUSG00000082245",0.0289501151013151,0.0278746709081509,0.0568247860094661,NA,NA
"ENSMUSG00000082246",0,0,0,NA,NA
"ENSMUSG00000082247",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000082248",0.0289501151013151,0.195122696357056,0.224072811458372,NA,NA
"ENSMUSG00000082249",0,0,0,NA,NA
"ENSMUSG00000082250",0,0,0,NA,NA
"ENSMUSG00000082251",0,0,0,NA,NA
"ENSMUSG00000082252",0,0,0,NA,NA
"ENSMUSG00000082253",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000082254",0,0,0,NA,NA
"ENSMUSG00000082255",0,0,0,NA,NA
"ENSMUSG00000082256",0,0,0,NA,NA
"ENSMUSG00000082258",0,0,0,NA,NA
"ENSMUSG00000082259",0,0,0,NA,NA
"ENSMUSG00000082260",0,0,0,NA,NA
"ENSMUSG00000082261",0,0,0,NA,NA
"ENSMUSG00000082262",0,0,0,NA,NA
"ENSMUSG00000082263",0,0,0,NA,NA
"ENSMUSG00000082264",0.0289501151013151,0.0278746709081509,0.0568247860094661,NA,NA
"ENSMUSG00000082265",0,0,0,NA,NA
"ENSMUSG00000082266",0.0868503453039454,0.111498683632604,0.198349028936549,NA,NA
"ENSMUSG00000082267",0,0,0,NA,NA
"ENSMUSG00000082268",0,0,0,NA,NA
"ENSMUSG00000082269",0,0,0,NA,NA
"ENSMUSG00000082270",0,0,0,NA,NA
"ENSMUSG00000082271",0,0,0,NA,NA
"ENSMUSG00000082272",0.376351496317097,0.250872038173358,0.627223534490455,NA,NA
"ENSMUSG00000082274",0.260551035911836,0.250872038173358,0.511423074085194,NA,NA
"ENSMUSG00000082275",0,0,0,NA,NA
"ENSMUSG00000082276",0,0,0,NA,NA
"ENSMUSG00000082277",0,0,0,NA,NA
"ENSMUSG00000082278",0,0,0,NA,NA
"ENSMUSG00000082279",0.0868503453039454,0.0557493418163019,0.142599687120247,NA,NA
"ENSMUSG00000082280",0,0,0,NA,NA
"ENSMUSG00000082281",0,0,0,NA,NA
"ENSMUSG00000082283",0.0289501151013151,0,0.0289501151013151,NA,NA
"ENSMUSG00000082284",0.0289501151013151,0.0836240127244528,0.112574127825768,NA,NA
"ENSMUSG00000082285",0,0,0,NA,NA
"ENSMUSG00000082286",0.955353798343399,1.05923749450974,2.01459129285313,NA,NA
"ENSMUSG00000082287",0,0,0,NA,NA
"ENSMUSG00000082288",0,0,0,NA,NA
"ENSMUSG00000082289",0,0,0,NA,NA
"ENSMUSG00000082291",0,0,0,NA,NA
"ENSMUSG00000082292",0.0868503453039454,0.0278746709081509,0.114725016212096,NA,NA
"ENSMUSG00000082294",0,0,0,NA,NA
"ENSMUSG00000082295",0,0,0,NA,NA
"ENSMUSG00000082296",0,0,0,NA,NA
"ENSMUSG00000082297",0,0,0,NA,NA
"ENSMUSG00000082301",0,0,0,NA,NA
"ENSMUSG00000082302",0,0,0,NA,NA
"ENSMUSG00000082303",0,0,0,NA,NA
"ENSMUSG00000082304",0.202650805709206,0.111498683632604,0.31414948934181,NA,NA
"ENSMUSG00000082305",0.231600920810521,0.139373354540755,0.370974275351276,NA,NA
"ENSMUSG00000082306",0,0,0,NA,NA
"ENSMUSG00000082307",0,0,0,NA,NA
"ENSMUSG00000082308",0.376351496317097,0.418120063622264,0.794471559939361,NA,NA
"ENSMUSG00000082309",0,0,0,NA,NA
"ENSMUSG00000082310",0,0,0,NA,NA
"ENSMUSG00000082311",0,0,0,NA,NA
"ENSMUSG00000082312",0.0289501151013151,0.0836240127244528,0.112574127825768,NA,NA
"ENSMUSG00000082313",0.0289501151013151,0.0557493418163019,0.084699456917617,NA,NA
"ENSMUSG00000082314",0.11580046040526,0.30662137998966,0.422421840394921,NA,NA
"ENSMUSG00000082315",0,0,0,"Gm16523","mitochondrial ribosomal protein L40 pseudogene"
"ENSMUSG00000082316",0,0,0,NA,NA
"ENSMUSG00000082317",0,0,0,NA,NA
"ENSMUSG00000082318",0,0,0,NA,NA
"ENSMUSG00000082319",0.289501151013151,0.529618747254868,0.819119898268019,NA,NA
"ENSMUSG00000082320",0,0,0,NA,NA
"ENSMUSG00000082321",0.260551035911836,0.362370721805962,0.622921757717798,NA,NA
"ENSMUSG00000082322",0.955353798343399,0.975613481785282,1.93096728012868,NA,NA
"ENSMUSG00000082323",0,0,0,NA,NA
"ENSMUSG00000082324",0,0,0,NA,NA
"ENSMUSG00000082325",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000082326",0,0,0,NA,NA
"ENSMUSG00000082327",0,0,0,NA,NA
"ENSMUSG00000082328",0,0,0,NA,NA
"ENSMUSG00000082329",0,0,0,NA,NA
"ENSMUSG00000082330",0,0,0,NA,NA
"ENSMUSG00000082332",0,0,0,NA,NA
"ENSMUSG00000082333",0,0,0,NA,NA
"ENSMUSG00000082334",0,0,0,NA,NA
"ENSMUSG00000082336",0,0,0,NA,NA
"ENSMUSG00000082337",0,0,0,NA,NA
"ENSMUSG00000082338",0,0,0,NA,NA
"ENSMUSG00000082339",0,0,0,NA,NA
"ENSMUSG00000082340",0,0,0,NA,NA
"ENSMUSG00000082341",0,0,0,NA,NA
"ENSMUSG00000082342",0,0,0,NA,NA
"ENSMUSG00000082343",0,0,0,NA,NA
"ENSMUSG00000082344",0,0,0,NA,NA
"ENSMUSG00000082345",0.0868503453039454,0,0.0868503453039454,NA,NA
"ENSMUSG00000082346",0,0,0,NA,NA
"ENSMUSG00000082347",0,0,0,NA,NA
"ENSMUSG00000082348",0.289501151013151,0.250872038173358,0.54037318918651,NA,NA
"ENSMUSG00000082350",0,0,0,NA,NA
"ENSMUSG00000082351",0,0,0,NA,NA
"ENSMUSG00000082352",0,0,0,NA,NA
"ENSMUSG00000082353",0,0,0,NA,NA
"ENSMUSG00000082354",0,0,0,NA,NA
"ENSMUSG00000082356",0,0,0,NA,NA
"ENSMUSG00000082357",0.318451266114466,0.278746709081509,0.597197975195976,NA,NA
"ENSMUSG00000082358",0,0,0,NA,NA
"ENSMUSG00000082359",0,0,0,NA,NA
"ENSMUSG00000082360",0,0,0,NA,NA
"ENSMUSG00000082361",0.231600920810521,0.222997367265207,0.454598288075728,"Btc","betacellulin, epidermal growth factor family member"
"ENSMUSG00000082362",0.144750575506576,0.362370721805962,0.507121297312538,NA,NA
"ENSMUSG00000082363",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000082364",0,0,0,NA,NA
"ENSMUSG00000082365",0,0,0,NA,NA
"ENSMUSG00000082367",0,0,0,NA,NA
"ENSMUSG00000082368",0,0,0,NA,NA
"ENSMUSG00000082369",0.202650805709206,0,0.202650805709206,NA,NA
"ENSMUSG00000082370",0,0,0,NA,NA
"ENSMUSG00000082371",0,0,0,NA,NA
"ENSMUSG00000082372",0,0,0,NA,NA
"ENSMUSG00000082373",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000082374",0,0,0,NA,NA
"ENSMUSG00000082375",0,0.0278746709081509,0.0278746709081509,NA,NA
"ENSMUSG00000082376",0,0,0,NA,NA
"ENSMUSG00000082377",0.0868503453039454,0.0278746709081509,0.114725016212096,NA,NA
